Fichier, Mémoire, Temps, Nombre noeuds internes, Nombre moyen clés par noeud, Valeur la plus profonde
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000012,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000034,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000026,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000033,100,1,100
tests/donnee100.txt,43388.000000,0.000010,100,1,100
tests/donnee100.txt,43388.000000,0.000015,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000009,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000027,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000081,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000030,100,1,100
tests/donnee100.txt,43388.000000,0.000054,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000011,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000055,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000033,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000023,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000030,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000037,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000015,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000035,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000044,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000037,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000009,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000013,100,1,100
tests/donnee100.txt,43388.000000,0.000031,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000009,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000033,100,1,100
tests/donnee100.txt,43388.000000,0.000038,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000010,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000070,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000033,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000039,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000032,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000010,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000006,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000066,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000035,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000032,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000025,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000013,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000036,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000010,100,1,100
tests/donnee100.txt,43388.000000,0.000010,100,1,100
tests/donnee100.txt,43388.000000,0.000026,100,1,100
tests/donnee100.txt,43388.000000,0.000036,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000011,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000042,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000011,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000009,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000025,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000081,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000009,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000008,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000022,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000021,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000018,100,1,100
tests/donnee100.txt,43388.000000,0.000019,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
tests/donnee100.txt,43388.000000,0.000007,100,1,100
tests/donnee100.txt,43388.000000,0.000020,100,1,100
