tests/donnee100.txt,1400,0.000036,100,1,100
tests/donnee150.txt,1967,0.000008,59,2.54237,35
tests/donnee500.txt,6392,0.000017,176,2.84091,90
tests/donnee750.txt,9478,0.000020,258,2.90698,143
tests/donnee1000.txt,14000,0.000580,1000,1,1000
tests/donnee10000.txt,123124,0.000154,2497,4.00481,1960
tests/donnee50000.txt,605742,0.000475,10846,4.60999,7572
tests/size100/random100_1.txt,1306,0.000014,47,2.12766,27
tests/size100/random100_2.txt,1334,0.000015,48,2.08333,57
tests/size100/random100_3.txt,1297,0.000010,43,2.32558,52
tests/size100/random100_4.txt,1305,0.000016,47,2.12766,87
tests/size100/random100_5.txt,1297,0.000014,41,2.43902,61
tests/size100/random100_6.txt,1298,0.000008,45,2.22222,21
tests/size100/random100_7.txt,1307,0.000013,42,2.38095,51
tests/size100/random100_8.txt,1308,0.000019,46,2.17391,46
tests/size100/random100_9.txt,1310,0.000008,45,2.22222,40
tests/size150/random150_1.txt,1980,0.000011,63,2.38095,62
tests/size150/random150_2.txt,1978,0.000013,63,2.38095,138
tests/size150/random150_3.txt,1903,0.000021,55,2.72727,99
tests/size150/random150_4.txt,1963,0.000011,64,2.34375,94
tests/size150/random150_5.txt,1914,0.000007,59,2.54237,47
tests/size150/random150_6.txt,1959,0.000013,70,2.14286,31
tests/size150/random150_7.txt,1969,0.000023,61,2.45902,143
tests/size150/random150_8.txt,1975,0.000022,62,2.41935,119
tests/size150/random150_9.txt,1941,0.000024,63,2.38095,125
tests/size250/random250_1.txt,3241,0.000014,96,2.60417,22
tests/size250/random250_2.txt,3233,0.000016,95,2.63158,197
tests/size250/random250_3.txt,3178,0.000033,92,2.71739,188
tests/size250/random250_4.txt,3264,0.000009,97,2.57732,35
tests/size250/random250_5.txt,3203,0.000014,94,2.65957,126
tests/size250/random250_6.txt,3232,0.000012,100,2.5,113
tests/size250/random250_7.txt,3264,0.000014,97,2.57732,195
tests/size250/random250_8.txt,3235,0.000028,94,2.65957,163
tests/size250/random250_9.txt,3223,0.000014,97,2.57732,143
tests/size500/random500_1.txt,6313,0.000060,173,2.89017,453
tests/size500/random500_2.txt,6411,0.000029,173,2.89017,413
tests/size500/random500_3.txt,6297,0.000026,174,2.87356,423
tests/size500/random500_4.txt,6270,0.000041,173,2.89017,355
tests/size500/random500_5.txt,6319,0.000027,182,2.74725,406
tests/size500/random500_6.txt,6408,0.000017,185,2.7027,171
tests/size500/random500_7.txt,6311,0.000036,175,2.85714,233
tests/size500/random500_8.txt,6315,0.000052,180,2.77778,364
tests/size500/random500_9.txt,6300,0.000023,183,2.73224,91
